id,trigger,conditions,script,text,options,notes
hegtales_australistalkQuestionsOssum2,DialogOptionSelected,$option == hegtales_australistalkQuestionsOssum2,"SetShortcut hegtales_australistalkQuestionsCancel ""ESCAPE""","Australis's tone shifts slightly as he continues, his gaze lingering on the open book. There's a quiet heaviness in his expression, as if the next part of his story weighs on him. ""Our father perished in Sindria,"" he says, his voice softening. ""He was part of Admiral Andrada's fleet… loyal to the Hegemony to the very end... And our ancestral flagship was lost.. We were just children, the two of us.""

For a moment, the room feels heavier, the silence amplifying the loss etched into his words. Then, as if to lighten the mood, Australis closes the book gently and looks back at you with a faint smile. ""House Ossum has never been too huge, even if we are quite influential. So our numbers are few -well, unless you count our little ones."" His tone brightens slightly, a deliberate attempt to end on a more hopeful note.

He places the book back on the shelf and returns to his seat, his movements deliberate and measured.","hegtales_australistalkQuestionsOssum:""Tell me about House Ossum""
hegtales_australistalkQuestionsAustralis:""Tell me about yourself.""
hegtales_australistalkQuestionsEventide:""Tell me about Eventide.""
hegtales_australistalkQuestionsBorealis:""Tell me about the Lord of Bones.""
hegtales_australistalkQuestionsHegemon:""Tell me about the High Hegemon.""
hegtales_australistalkQuestionsCancel:""I got all the information I wanted.""",
hegtales_australistalkQuestionsBorealis,DialogOptionSelected,$option == hegtales_australistalkQuestionsBorealis,,"A smile appears on his lips. ""He hates being called that,"" he says with a soft chuckle. ""It's a nickname his own men gave him—a clever play on our family name. They think it's funny, though he'd likely disagree."" He pauses, gathering his thoughts before continuing. ""He's an Admiral of the Hegemony Navy, currently serving on this planet as part of the Hegemony Executive Council. A position of no small importance, I might add. He's also a father to four not-so-little children. They keep him grounded, I think, even with the weight of his responsibilities.""

He states the facts, before he seems to realize that he isn't saying much. ""He's also my twin brother. Though he came out first, which means he inherited the title of Patriarch.""

""The Lord of Bones,"" he adds with a small laugh, ""Whether he likes it or not, is a name that suits him more than he'd ever admit.""",,
hegtales_australistalkQuestionsBorealisFamily,DialogOptionSelected,"$option == hegtales_australistalkQuestionsBorealis
$global.hegtales_house_ossum_start score:1000",,"A smile appears on his lips. ""He's your uncle. And you know he hates being called that! So don't do it to his face.""

""And if you are a dummy and do not remember, he's also my twin.""

""The Lord of Bones,"" he adds with a small laugh, ""Whether he likes it or not, is a name that suits him more than he'd ever admit.""",,
hegtales_australistalkQuestionsDaud,DialogOptionSelected,$option == hegtales_australistalkQuestionsHegemon,,"""He's a great man."" he begins, his voice steady and firm. ""Resourceful and sharp like no other I've known."" For a moment, his gaze drifts to a far-off point. ""Of course, some of the nobles here on Eventide grumble about him. But House Ossum has always believed otherwise. We've long held that true success comes from one's own achievements, not from the privilege of birth."" He pauses.""My brother served as a patrol officer in Daud's fleet during the defense of Chicomoztoc. He saw firsthand the man's brilliance and resolve under pressure.""

""Unfortunately, not everyone on Eventide shares our view. Many houses here would rather bicker over status and tradition than recognize what truly matters. But House Ossum? We know better. We follow Daud's leadership to the letter, and we'll continue to do so, regardless of the mutterings of others.""

""Daikal Daud is a reliable High Hegemon, and I trust in his vision for the Hegemony's future.""",,
hegtales_australistalkQuestionsCancel,DialogOptionSelected,$option == hegtales_australistalkQuestionsCancel,"FireAll PopulateOptions
SetShortcut hegtales_australistalkQuestionsCancel ""ESCAPE""","""Of course. If you need anything more, I will be of assistance."" The officer speaks as he looks at his tripad.",,
,,,,,,
,,,,,,
HegtalesdevMenuOption,PopulateOptions,"$market.id == eventide
$global.isDevMode","SetOptionColor hegtalestestingmenu gray
",,200:hegtalestestingmenu:>> (dev) Hegtales menu,
HegtalesdevOptionOpen,DialogOptionSelected,$option == hegtalestestingmenu,FireAll hegtalesTestMenuOptions,MENU,,
"hegtales_finish_Quest3
",hegtalesTestMenuOptions,,,,"hegtales_skipquest3:quest3 skip
",
"hegtales_finish_Quest2
",hegtalesTestMenuOptions,,,,"hegtales_skipquest2:quest2 skip
",
hegtales_finish_Quest1,hegtalesTestMenuOptions,,,,hegtales_skipquest1:quest1 skip,
hegtales_finish_Quest33,DialogOptionSelected,$option == hegtales_skipquest3,"$global.hegtales_Quest3_missionCompleted = true
FireAll hegtalesTestMenuOptions",MISSION 3 SKIPPED,,
hegtales_finish_Quest22,DialogOptionSelected,$option == hegtales_skipquest2,"$global.hegtales_Quest2_missionCompleted = true
SetPersonHidden hegtales_hannah false
SetPersonHidden hegtales_saltus false

FireAll hegtalesTestMenuOptions",MISSION 2 SKIPPED,,
hegtales_finish_Quest11,DialogOptionSelected,$option == hegtales_skipquest1,"$global.hegtales_Quest1_missionCompleted = true
SetPersonHidden hegtales_corby false
$player.hegmod_metCorbystart = true
SetPersonHidden hegtales_australis false

FireAll hegtalesTestMenuOptions",MISSION 1 SKIPPED,,
hegtales_finish_return,hegtalesTestMenuOptions,,,,cutCommLink:return,
,,,,,,
#END startnormal australis talk,,,,,,
,,,,,,
#Australis Quest Hub,,,,,,
AustralisQuestHub,PopulateOptions,"$id == hegtales_australis
$market.id == eventide","SetOptionColor AustralisQuestHubOption highlight
",,"2:AustralisQuestHubOption:""How can I serve House Ossum more directly?""",
AustralisQuestHubOption,DialogOptionSelected,$option == AustralisQuestHubOption,FireAll AustralisQuests,"$personName nods and them spins to the screen behind $himOrHer as $heOrShe seems focused. ""Give me just a moment...""
OR
""Let's see here,"" $heOrShe taps at $hisOrHer datapad, them spins to the screen behind $himOrHer as $heOrShe seems focused.",,
AustralisQuestHubOptionComplete,DialogOptionSelected,"$option == AustralisQuestHubOption score:1000
$global.hegtales_Quest1_missionCompleted
$global.hegtales_Quest2_missionCompleted
$global.hegtales_Quest3_missionCompleted","SetEnabled AustralisQuestHubOption false
FireBest AustralisQuestsallcomplete",,,
AustralisQuestHubOptionCompleteOssum,DialogOptionSelected,"$option == AustralisQuestHubOption score:1100
$global.hegtales_house_ossum_start","SetEnabled AustralisQuestHubOption false
FireBest AustralisQuestsallcomplete","""Dummy, you already have done so much for your family, $playerFirstName of House Ossum."" 

Australis gives you a big smile.",,
AustralisQuestHubOptionAllComplete,AustralisQuestsallcomplete,,,"""You have done too much for us, $playerFirstName of House Ossum."" 

Australis gives you a big smile.",,
AustralisQuestHubOptionLeave,AustralisQuests,$id == hegtales_australis,,,"3:AustralisQuestHubCancel:""Sorry, not right now.""",
AustralisQuestHubOptionLeaveOpt,DialogOptionSelected,$option == AustralisQuestHubCancel,FireAll PopulateOptions,,,
,,,,,,
AustralisQuest1StarterOption,AustralisQuests,"$id == hegtales_australis
# $rel > 0.35 score:1000
!$global.hegtales_Quest2_ref score:1000
!$global.hegtales_Quest2Accepted
!$global.hegtales_Quest2_missionCompleted","SetEnabled AustralisQuest2StarterOption2 false
SetTooltip AustralisQuest2StarterOption2 ""You need to have WELCOMING relations with Australis.""
FireBest AustralisQuest2Check

SetOptionColor AustralisQuest2StarterOption2 highlight",,"1:AustralisQuest2StarterOption2:""Who is Stahl?"" ",
AustralisQuest2Check,AustralisQuest2Check,$rel > 0.24 score:1000,"SetEnabled AustralisQuest2StarterOption2 true
SetTooltip AustralisQuest2StarterOption2 ""This mission is available because of your relationship with Australis.""",,,
,,,,,,
,,,,,,
hegtales_Quest2NotDone,AustralisQuests,"$id == hegtales_australis
!$global.hegtales_Quest2Accepted
","AddTextSmall ""You see him looking over at one of his screens repeatly, the only word you can see is 'Stahl'."" gray
SetTextHighlights Stahl",,,
AustralisQuest1StarterOption1,DialogOptionSelected,$option == AustralisQuest2StarterOption1,,YAP SKIPPED FOR NOW,AustralisQuest2StarterOption2:Continue,
AustralisQuest1StarterOption2,DialogOptionSelected,$option == AustralisQuest2StarterOption2,hegShowQuestIntel hegtales_Quest2,"""There has been a… dangerous development."" he begins, ""Borealis, my brother and the Patriarch of House Ossum, is unaware of this situation. And it must remain that way. His wife, Lady Hannah Stahl-Ossum, embarked on a pilgrimage to Gilead some time ago. She was accompanied by a contingent of guards, as is customary. But several weeks ago, all contact with her ceased. No reports, no signals, nothing.""

""This is not just a personal matter; it's a potential crisis for our house. Lady Hannah is not only Borealis's wife but a key figure in maintaining the stability and alliances of House Ossum. Her absence, if known, could lead to… complications.""

He fixes you with a piercing gaze. ""You will go in the name of House Ossum to search for her. Travel to Gilead, uncover what has happened, and bring her back, alive and unharmed. This mission must be handled with the utmost discretion. Borealis cannot know about this, not until we have answers.""
","AustralisQuest2StarterAccept:""I'll return her safely.""
AustralisQuest2StarterDecline:""I am having second thoughts...""",
AustralisQuest1StarterAccept,DialogOptionSelected,$option == AustralisQuest2StarterAccept,"BeginMission hegtales_Quest2
$global.hegtales_Quest2Accepted = true
FireAll PopulateOptions

$global.hegtales_Quest2_triggertritachfleet = true","Australis leans back slightly. ""The task is dangerous, but I trust you understand the stakes. House Ossum does not forget those who serve it well. Succeed, and you will have our gratitude and more.""",,
AustralisQuest1StarterDecline,DialogOptionSelected,$option == AustralisQuest2StarterDecline,AdjustRepActivePerson SUSPICIOUS -10,"Australis stares at you in silence.

Not long after the comms are cut.","cutCommLink:""..."" (cut comm-link)",
AustralisQuestHubCancel,DialogOptionSelected,$option == AustralisQuestHubCancel,FireAll PopulateOptions,"""Anything else I can help you with?""",,
,,,,,,
#END Australis first Quest,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
hegtales_Quest2_arrivalcanaan,MarketPostDock,"$market.hegtales_Quest2_gilead
!$market.hegtales_Quest2_wenttoseecurate","$market.hegtales_Quest2_wenttoseecurate = true

SetOptionColor AustralisQuest2goto_curate highlight","As your ship approaches the verdant world of Gilead, you attempt to contact Lady Hannah using the comms ID provided. Instead, a transmission comes through from Archcurate Eridanus himself. His tone is formal, yet there's an undercurrent of urgency in his words. He requests an audience with you to discuss the situation regarding the Lady.","AustralisQuest2goto_curate:Immediately visit the Archcurate for the location of Hannah
AustralisQuest2startLater:Take care of other business first",
